id,geom,addr_postcode,addr_conscriptionnumber,addr_streetnumber,addr_street,addr_housenumber,id_cons,addr_conscription,wd_cons
node_296568534,POINT(14.4281074 50.0801304),11000,802,34,Ve Smečkách,802/34,relation_431323,Nové Město,Q753219
node_296569048,POINT(14.4258131 50.0818242),11000,792,40,Vodičkova,792/40,relation_431323,Nové Město,Q753219
node_296560523,POINT(14.4313432 50.0860436),11000,1465,7,Senovážné náměstí,1465/7,relation_431323,Nové Město,Q753219
node_296542332,POINT(14.4285477 50.0917318),11000,1245,1,Nové mlýny,1245/1,relation_431323,Nové Město,Q753219
node_296519997,POINT(14.4282491 50.0793351),11000,1695,21,Krakovská,1695/21,relation_431323,Nové Město,Q753219
node_296558224,POINT(14.4338509 50.0862563),11000,991,13,Senovážné náměstí,991/13,relation_431323,Nové Město,Q753219
node_296571145,POINT(14.4233321 50.0807950),11000,724,16a,Jungmannova,724/16a,relation_431323,Nové Město,Q753219
node_296517242,POINT(14.4176569 50.0782158),11000,175,4,Křemencova,175/4,relation_431323,Nové Město,Q753219
node_296549112,POINT(14.4281422 50.0914509),11000,1203,2,Klimentská,1203/2,relation_431323,Nové Město,Q753219
node_296548529,POINT(14.4306465 50.0919447),11000,1215,26,Klimentská,1215/26,relation_431323,Nové Město,Q753219
node_296517252,POINT(14.4194785 50.0811725),11000,103,41,Spálená,103/41,relation_431323,Nové Město,Q753219
node_296530559,POINT(14.4321227 50.0832758),11000,1417,25,Opletalova,1417/25,relation_431323,Nové Město,Q753219
node_296511499,POINT(14.4251980 50.0788291),11000,644,35,Štěpánská,644/35,relation_431323,Nové Město,Q753219
node_296543262,POINT(14.4227002 50.0783085),11000,1488,7,Příčná,1488/7,relation_431323,Nové Město,Q753219
node_296548537,POINT(14.4251438 50.0799407),11000,637,10,V jámě,637/10,relation_431323,Nové Město,Q753219
node_296533694,POINT(14.4306830 50.0831263),11000,948,6,Olivova,948/6,relation_431323,Nové Město,Q753219
node_296558527,POINT(14.4224169 50.0796993),11000,730,2,Jungmannova,730/2,relation_431323,Nové Město,Q753219
node_296559722,POINT(14.4190627 50.0810722),11000,2025,25,Ostrovní,2025/25,relation_431323,Nové Město,Q753219
node_296512330,POINT(14.4353694 50.0918269),11000,1168,29,Petrská,1168/29,relation_431323,Nové Město,Q753219
node_296543330,POINT(14.4317854 50.0843039),11000,955,10,U půjčovny,955/10,relation_431323,Nové Město,Q753219
node_296544290,POINT(14.4231904 50.0832227),11000,754,17,Jungmannovo náměstí,754/17,relation_431323,Nové Město,Q753219
node_296544463,POINT(14.4285337 50.0907531),11000,1086,6,Soukenická,1086/6,relation_431323,Nové Město,Q753219
node_296548942,POINT(14.4265937 50.0774461),11000,585,2,Ve Smečkách,585/2,relation_431323,Nové Město,Q753219
node_296548928,POINT(14.4299567 50.0813105),11000,923,10,Opletalova,923/10,relation_431323,Nové Město,Q753219
node_296525830,POINT(14.4305935 50.0835450),11000,1341,11,Růžová,1341/11,relation_431323,Nové Město,Q753219
node_296566366,POINT(14.4357351 50.0909076),11000,1148,5,Biskupský dvůr,1148/5,relation_431323,Nové Město,Q753219
node_296544028,POINT(14.4208526 50.0793502),11000,1719,1,Vladislavova,1719/1,relation_431323,Nové Město,Q753219
node_296569421,POINT(14.4308611 50.0908746),11000,1489,29,Truhlářská,1489/29,relation_431323,Nové Město,Q753219
node_296559761,POINT(14.4196498 50.0807086),11000,99,33,Spálená,99/33,relation_431323,Nové Město,Q753219
node_296525759,POINT(14.4293893 50.0858798),11000,995,2,Senovážná,995/2,relation_431323,Nové Město,Q753219
node_296517209,POINT(14.4310072 50.0923033),11000,1230,2,U nemocenské pojišťovny,1230/2,relation_431323,Nové Město,Q753219
node_296517189,POINT(14.4182808 50.0796506),11000,160,18,Opatovická,160/18,relation_431323,Nové Město,Q753219
node_296511481,POINT(14.4303574 50.0818756),11000,916,11,Opletalova,916/11,relation_431323,Nové Město,Q753219
node_296548851,POINT(14.4321677 50.0921454),11000,1550,38,Klimentská,1550/38,relation_431323,Nové Město,Q753219
node_296559818,POINT(14.4150962 50.0792414),11000,231,17,Vojtěšská,231/17,relation_431323,Nové Město,Q753219
node_296519537,POINT(14.4131970 50.0774394),11000,250,1,Slovanský ostrov,250/1,relation_431323,Nové Město,Q753219
node_296517469,POINT(14.4161938 50.0801101),11000,146,5,V jirchářích,146/5,relation_431323,Nové Město,Q753219
node_296530639,POINT(14.4334743 50.0914673),11000,1177,11,Petrská,1177/11,relation_431323,Nové Město,Q753219
node_296544674,POINT(14.4182948 50.0811675),11000,122,4,Mikulandská,122/4,relation_431323,Nové Město,Q753219
node_296533833,POINT(14.4157056 50.0803482),11000,1707,14,Ostrovní,1707/14,relation_431323,Nové Město,Q753219
node_296566820,POINT(14.4287052 50.0909290),11000,1197,7,Soukenická,1197/7,relation_431323,Nové Město,Q753219
node_296519618,POINT(14.4285099 50.0841865),11000,889,17,Jindřišská,889/17,relation_431323,Nové Město,Q753219
node_296548142,POINT(14.4256219 50.0789574),11000,617,26,Štěpánská,617/26,relation_431323,Nové Město,Q753219
node_296544642,POINT(14.4315276 50.0815493),11000,1599,23,Politických vězňů,1599/23,relation_431323,Nové Město,Q753219
node_296543057,POINT(14.4233204 50.0832333),11000,755,15,Jungmannovo náměstí,755/15,relation_431323,Nové Město,Q753219
node_296568842,POINT(14.4316711 50.0845751),11000,1274,6,Jeruzalémská,1274/6,relation_431323,Nové Město,Q753219
node_296512130,POINT(14.4284408 50.0802726),11000,802,54,Václavské náměstí,802/54,relation_431323,Nové Město,Q753219
node_296544578,POINT(14.4293044 50.0924159),11000,1373,5,Novomlýnská,1373/5,relation_431323,Nové Město,Q753219
node_296559647,POINT(14.4317619 50.0848100),11000,961,5,Jeruzalémská,961/5,relation_431323,Nové Město,Q753219
node_296510736,POINT(14.4212920 50.0815963),11000,1978,26,Vladislavova,1978/26,relation_431323,Nové Město,Q753219
node_296525896,POINT(14.4174569 50.0781618),11000,1919,3,Křemencova,1919/3,relation_431323,Nové Město,Q753219
node_296544570,POINT(14.4317600 50.0893382),11000,1042,16,Na Poříčí,1042/16,relation_431323,Nové Město,Q753219
node_296511504,POINT(14.4370857 50.0895373),11000,1333,27,Na Florenci,1333/27,relation_431323,Nové Město,Q753219
node_296518793,POINT(14.4163662 50.0779199),11000,1926,4,Pštrossova,1926/4,relation_431323,Nové Město,Q753219
node_296533767,POINT(14.4223203 50.0832792),11000,762,4,28. října,762/4,relation_431323,Nové Město,Q753219
node_296543171,POINT(14.4331645 50.0912195),11000,1134,8,Petrská,1134/8,relation_431323,Nové Město,Q753219
node_296549324,POINT(14.4148545 50.0804952),11000,2063,7,Ostrovní,2063/7,relation_431323,Nové Město,Q753219
node_296549257,POINT(14.4296100 50.0794820),11000,807,64,Václavské náměstí,807/64,relation_431323,Nové Město,Q753219
node_296517063,POINT(14.4194403 50.0792247),11000,87,11,Spálená,87/11,relation_431323,Nové Město,Q753219
node_296558433,POINT(14.4225216 50.0819140),11000,746,26,Jungmannova,746/26,relation_431323,Nové Město,Q753219
node_296560022,POINT(14.4190460 50.0822052),11000,115,61,Spálená,115/61,relation_431323,Nové Město,Q753219
node_296518872,POINT(14.4283835 50.0907325),11000,1085,4,Soukenická,1085/4,relation_431323,Nové Město,Q753219
node_296546375,POINT(14.4305044 50.0907614),11000,1519,25,Truhlářská,1519/25,relation_431323,Nové Město,Q753219
node_296530785,POINT(14.4280121 50.0849321),11000,885,12,Nekázanka,885/12,relation_431323,Nové Město,Q753219
node_296560921,POINT(14.4142309 50.0805171),11000,225,2,Divadelní,225/2,relation_431323,Nové Město,Q753219
node_296541130,POINT(14.4293305 50.0784325),11000,1450,13,Mezibranská,1450/13,relation_431323,Nové Město,Q753219
node_296517802,POINT(14.4230771 50.0779970),11000,1891,10,Řeznická,1891/10,relation_431323,Nové Město,Q753219
node_296541631,POINT(14.4305814 50.0839977),11000,969,3,U půjčovny,969/3,relation_431323,Nové Město,Q753219
node_296516584,POINT(14.4172038 50.0802549),11000,1424,9,V jirchářích,1424/9,relation_431323,Nové Město,Q753219
node_296534369,POINT(14.4172592 50.0806293),11000,128,22,Ostrovní,128/22,relation_431323,Nové Město,Q753219
node_296558026,POINT(14.4169497 50.0805188),11000,142,6,Voršilská,142/6,relation_431323,Nové Město,Q753219
node_296550840,POINT(14.4309235 50.0830801),11000,948,14,Růžová,948/14,relation_431323,Nové Město,Q753219
node_296520724,POINT(14.4270508 50.0787390),11000,591,20,Ve Smečkách,591/20,relation_431323,Nové Město,Q753219
node_296517594,POINT(14.4207338 50.0792598),11000,1719,5,Lazarská,1719/5,relation_431323,Nové Město,Q753219
node_296569248,POINT(14.4325692 50.0856529),11000,982,20,Senovážné náměstí,982/20,relation_431323,Nové Město,Q753219
node_296520396,POINT(14.4227137 50.0835581),11000,767,12,28. října,767/12,relation_431323,Nové Město,Q753219
node_296510608,POINT(14.4266920 50.0829910),11000,832,3,Jindřišská,832/3,relation_431323,Nové Město,Q753219
node_296526328,POINT(14.4273480 50.0854163),11000,857,4,Nekázanka,857/4,relation_431323,Nové Město,Q753219
node_296546018,POINT(14.4231965 50.0800769),11000,736,15,Vodičkova,736/15,relation_431323,Nové Město,Q753219
node_296533395,POINT(14.4225345 50.0817880),11000,745,24,Jungmannova,745/24,relation_431323,Nové Město,Q753219
node_296517978,POINT(14.4311967 50.0891799),11000,1041,12,Na Poříčí,1041/12,relation_431323,Nové Město,Q753219
node_296547097,POINT(14.4270544 50.0791840),11000,601,21,Ve Smečkách,601/21,relation_431323,Nové Město,Q753219
node_296547037,POINT(14.4291294 50.0775253),11000,1684,3,Mezibranská,1684/3,relation_431323,Nové Město,Q753219
node_296511764,POINT(14.4215280 50.0792394),11000,15,7,Lazarská,15/7,relation_431323,Nové Město,Q753219
node_296534109,POINT(14.4342638 50.0919833),11000,1361,4,Mlynářská,1361/4,relation_431323,Nové Město,Q753219
node_296520318,POINT(14.4323536 50.0877847),11000,1029,3,Havlíčkova,1029/3,relation_431323,Nové Město,Q753219
node_296510555,POINT(14.4278552 50.0775487),11000,1676,4,Krakovská,1676/4,relation_431323,Nové Město,Q753219
node_296520483,POINT(14.4311931 50.0840146),11000,954,6,U půjčovny,954/6,relation_431323,Nové Město,Q753219
node_296550562,POINT(14.4223420 50.0787306),11000,675,3,Navrátilova,675/3,relation_431323,Nové Město,Q753219
node_296530468,POINT(14.4180678 50.0804486),11000,153,19,Opatovická,153/19,relation_431323,Nové Město,Q753219
node_296529709,POINT(14.4292478 50.0854861),11000,870,27,Senovážné náměstí,870/27,relation_431323,Nové Město,Q753219
node_296560928,POINT(14.4322257 50.0904961),11000,1129,8,Zlatnická,1129/8,relation_431323,Nové Město,Q753219
node_296533536,POINT(14.4322339 50.0866942),11000,1586,4,Dlážděná,1586/4,relation_431323,Nové Město,Q753219
node_296550546,POINT(14.4283834 50.0788388),11000,1340,16,Krakovská,1340/16,relation_431323,Nové Město,Q753219
node_296517586,POINT(14.4313318 50.0894641),11000,1075,7,Na Poříčí,1075/7,relation_431323,Nové Město,Q753219
node_296511730,POINT(14.4323987 50.0901484),11000,1127,4,Zlatnická,1127/4,relation_431323,Nové Město,Q753219
node_296559314,POINT(14.4172366 50.0778678),11000,1960,17,Myslíkova,1960/17,relation_431323,Nové Město,Q753219
node_296512701,POINT(14.4151802 50.0778602),11000,210,4,Vojtěšská,210/4,relation_431323,Nové Město,Q753219
node_296512049,POINT(14.4284253 50.0772799),11000,1657,43,Žitná,1657/43,relation_431323,Nové Město,Q753219
node_296564751,POINT(14.4180195 50.0803445),11000,153,13,V jirchářích,153/13,relation_431323,Nové Město,Q753219
node_296525471,POINT(14.4310800 50.0823900),11000,1323,15,Opletalova,1323/15,relation_431323,Nové Město,Q753219
node_296559012,POINT(14.4296642 50.0909777),11000,1093,20,Soukenická,1093/20,relation_431323,Nové Město,Q753219
node_296546339,POINT(14.4311523 50.0909639),11000,1099,31,Truhlářská,1099/31,relation_431323,Nové Město,Q753219
node_296567667,POINT(14.4241321 50.0784716),11000,1334,9,Školská,1334/9,relation_431323,Nové Město,Q753219
node_296510587,POINT(14.4239493 50.0803160),11000,696,26,Vodičkova,696/26,relation_431323,Nové Město,Q753219
node_296520504,POINT(14.4329381 50.0920476),11000,1214,5,Lodecká,1214/5,relation_431323,Nové Město,Q753219
node_296541179,POINT(14.4209811 50.0802800),11000,50,11,Vladislavova,50/11,relation_431323,Nové Město,Q753219
node_296546121,POINT(14.4301694 50.0838796),11000,970,7,Růžová,970/7,relation_431323,Nové Město,Q753219
node_296557690,POINT(14.4309074 50.0912462),11000,1755,32,Soukenická,1755/32,relation_431323,Nové Město,Q753219
node_296550228,POINT(14.4335655 50.0871421),11000,1008,22,Hybernská,1008/22,relation_431323,Nové Město,Q753219
node_296567619,POINT(14.4262739 50.0806579),11000,629,59,Štěpánská,629/59,relation_431323,Nové Město,Q753219
node_296541028,POINT(14.4289321 50.0844796),11000,876,21,Jindřišská,876/21,relation_431323,Nové Město,Q753219
node_296557611,POINT(14.4357438 50.0920764),11000,1166,2,Půtova,1166/2,relation_431323,Nové Město,Q753219
node_296512606,POINT(14.4346571 50.0871396),11000,1271,32,Hybernská,1271/32,relation_431323,Nové Město,Q753219
node_296547634,POINT(14.4154622 50.0802994),11000,1708,12,Ostrovní,1708/12,relation_431323,Nové Město,Q753219
node_296558125,POINT(14.4225107 50.0820310),11000,747,28,Jungmannova,747/28,relation_431323,Nové Město,Q753219
node_296511664,POINT(14.4332139 50.0858577),11000,1628,17,Senovážné náměstí,1628/17,relation_431323,Nové Město,Q753219
node_296528463,POINT(14.4339363 50.0897154),11000,1047,26,Na Poříčí,1047/26,relation_431323,Nové Město,Q753219
node_296546470,POINT(14.4346392 50.0914810),11000,1157,14,Biskupská,1157/14,relation_431323,Nové Město,Q753219
node_296526008,POINT(14.4292303 50.0864920),11000,1394,8,Senovážná,1394/8,relation_431323,Nové Město,Q753219
node_296530440,POINT(14.4266736 50.0777980),11000,1258,6,Ve Smečkách,1258/6,relation_431323,Nové Město,Q753219
node_296540960,POINT(14.4199919 50.0808822),11000,75,16,Spálená,75/16,relation_431323,Nové Město,Q753219
node_296541885,POINT(14.4351470 50.0918377),11000,1169,4,Helmova,1169/4,relation_431323,Nové Město,Q753219
node_296560712,POINT(14.4201082 50.0793496),11000,82,1,Magdalény Rettigové,82/1,relation_431323,Nové Město,Q753219
node_296559277,POINT(14.4302827 50.0820291),11000,916,16,Politických vězňů,916/16,relation_431323,Nové Město,Q753219
node_296520296,POINT(14.4258834 50.0773599),11000,608,27,Žitná,608/27,relation_431323,Nové Město,Q753219
node_296559032,POINT(14.4172737 50.0807322),11000,129,13,Ostrovní,129/13,relation_431323,Nové Město,Q753219
node_296566626,POINT(14.4357853 50.0859826),11000,1678,5,Bolzanova,1678/5,relation_431323,Nové Město,Q753219
node_296566551,POINT(14.4332645 50.0899255),11000,1071,17,Na Poříčí,1071/17,relation_431323,Nové Město,Q753219
node_296516598,POINT(14.4346147 50.0908609),11000,1154,1,Biskupský dvůr,1154/1,relation_431323,Nové Město,Q753219
node_296517986,POINT(14.4308732 50.0841506),11000,968,5,U půjčovny,968/5,relation_431323,Nové Město,Q753219
node_296550240,POINT(14.4313824 50.0848037),11000,1321,2,Jeruzalémská,1321/2,relation_431323,Nové Město,Q753219
node_296546718,POINT(14.4295513 50.0788514),11000,577,19,Mezibranská,577/19,relation_431323,Nové Město,Q753219
node_296529843,POINT(14.4360927 50.0858646),11000,1604,7,Bolzanova,1604/7,relation_431323,Nové Město,Q753219
node_296520307,POINT(14.4320824 50.0843664),11000,955,8,Jeruzalémská,955/8,relation_431323,Nové Město,Q753219
node_296541871,POINT(14.4319582 50.0856079),11000,980,22,Senovážné náměstí,980/22,relation_431323,Nové Město,Q753219
node_296520276,POINT(14.4290699 50.0845726),11000,875,23,Jindřišská,875/23,relation_431323,Nové Město,Q753219
node_296525488,POINT(14.4156674 50.0781254),11000,204,11,Pštrossova,204/11,relation_431323,Nové Město,Q753219
node_296568995,POINT(14.4271568 50.0845904),11000,891,5,Panská,891/5,relation_431323,Nové Město,Q753219
node_296530484,POINT(14.4184951 50.0795079),11000,169,15,Černá,169/15,relation_431323,Nové Město,Q753219
node_296545451,POINT(14.4194682 50.0793996),11000,89,15,Spálená,89/15,relation_431323,Nové Město,Q753219
node_296528173,POINT(14.4327696 50.0846377),11000,1284,37,Opletalova,1284/37,relation_431323,Nové Město,Q753219
node_296570803,POINT(14.4317849 50.0815993),11000,1599,17,Washingtonova,1599/17,relation_431323,Nové Město,Q753219
node_296648173,POINT(14.4326508 50.0888366),11000,1025,4,Havlíčkova,1025/4,relation_431323,Nové Město,Q753219
node_296572138,POINT(14.4234551 50.0802711),11000,736,17,Vodičkova,736/17,relation_431323,Nové Město,Q753219
node_296575848,POINT(14.4309413 50.0833035),11000,950,15,Růžová,950/15,relation_431323,Nové Město,Q753219
node_296607375,POINT(14.4344032 50.0887556),11000,1686,9,Na Florenci,1686/9,relation_431323,Nové Město,Q753219
node_296590458,POINT(14.4371538 50.0896871),11000,1412,29,Na Florenci,1412/29,relation_431323,Nové Město,Q753219
node_296592690,POINT(14.4240515 50.0785189),11000,1334,16,Navrátilova,1334/16,relation_431323,Nové Město,Q753219
node_296624715,POINT(14.4355890 50.0918554),11000,1167,31,Petrská,1167/31,relation_431323,Nové Město,Q753219
node_296597900,POINT(14.4227372 50.0787293),11000,666,7,Navrátilova,666/7,relation_431323,Nové Město,Q753219
node_296629764,POINT(14.4282679 50.0908630),11000,1199,3,Soukenická,1199/3,relation_431323,Nové Město,Q753219
node_296631830,POINT(14.4290540 50.0798454),11000,804,58,Václavské náměstí,804/58,relation_431323,Nové Město,Q753219
node_296618237,POINT(14.4279054 50.0782315),11000,1432,11,Krakovská,1432/11,relation_431323,Nové Město,Q753219
node_296624558,POINT(14.4273982 50.0794232),11000,595,28,Ve Smečkách,595/28,relation_431323,Nové Město,Q753219
node_296606718,POINT(14.4334841 50.0921779),11000,1216,4,Samcova,1216/4,relation_431323,Nové Město,Q753219
node_296635573,POINT(14.4219411 50.0787586),11000,676,8,Vodičkova,676/8,relation_431323,Nové Město,Q753219
node_296576391,POINT(14.4335764 50.0923507),11000,1216,46,Klimentská,1216/46,relation_431323,Nové Město,Q753219
node_296618886,POINT(14.4355064 50.0931005),11000,1222,3,Stárkova,1222/3,relation_431323,Nové Město,Q753219
node_296614925,POINT(14.4203384 50.0797239),11000,47,4,Magdalény Rettigové,47/4,relation_431323,Nové Město,Q753219
node_296572664,POINT(14.4299506 50.0921645),11000,1235,11,Klimentská,1235/11,relation_431323,Nové Město,Q753219
node_296607325,POINT(14.4297423 50.0792964),11000,808,66,Václavské náměstí,808/66,relation_431323,Nové Město,Q753219
node_296590183,POINT(14.4325800 50.0893658),11000,1044,8,Havlíčkova,1044/8,relation_431323,Nové Město,Q753219
node_296606963,POINT(14.4259506 50.0795311),11000,620,32,Štěpánská,620/32,relation_431323,Nové Město,Q753219
node_296611850,POINT(14.4243946 50.0784313),11000,1478,14,Školská,1478/14,relation_431323,Nové Město,Q753219
node_296572094,POINT(14.4301008 50.0904716),11000,1116,14,Truhlářská,1116/14,relation_431323,Nové Město,Q753219
node_296617843,POINT(14.4321240 50.0906516),11000,1582,10,Zlatnická,1582/10,relation_431323,Nové Město,Q753219
node_296597076,POINT(14.4264265 50.0850913),11000,892,1,Panská,892/1,relation_431323,Nové Město,Q753219
node_296611765,POINT(14.4325788 50.0916164),11000,1206,2,Lodecká,1206/2,relation_431323,Nové Město,Q753219
node_296636295,POINT(14.4309398 50.0845649),11000,966,36,Jindřišská,966/36,relation_431323,Nové Město,Q753219
node_296647161,POINT(14.4224084 50.0825756),11000,750,34,Jungmannova,750/34,relation_431323,Nové Město,Q753219
node_296597272,POINT(14.4219102 50.0827946),11000,36,40,Národní,36/40,relation_431323,Nové Město,Q753219
node_296618046,POINT(14.4351493 50.0924268),11000,1746,52,Klimentská,1746/52,relation_431323,Nové Město,Q753219
node_296585432,POINT(14.4315105 50.0849965),11000,962,3,Jeruzalémská,962/3,relation_431323,Nové Město,Q753219
node_296629818,POINT(14.4269650 50.0822417),11000,828,23,Václavské náměstí,828/23,relation_431323,Nové Město,Q753219
node_296585529,POINT(14.4215095 50.0778376),11000,670,25,Karlovo náměstí,670/25,relation_431323,Nové Město,Q753219
node_296611822,POINT(14.4318054 50.0862569),11000,992,1,Dlážděná,992/1,relation_431323,Nové Město,Q753219
node_296607390,POINT(14.4266885 50.0779264),11000,586,8,Ve Smečkách,586/8,relation_431323,Nové Město,Q753219
node_296631860,POINT(14.4293947 50.0773400),11000,1575,2,Mezibranská,1575/2,relation_431323,Nové Město,Q753219
node_296575964,POINT(14.4289189 50.0899949),11000,1107,7,Truhlářská,1107/7,relation_431323,Nové Město,Q753219
node_296592754,POINT(14.4260752 50.0802682),11000,630,53,Štěpánská,630/53,relation_431323,Nové Město,Q753219
node_296607111,POINT(14.4181885 50.0792249),11000,1610,14,Černá,1610/14,relation_431323,Nové Město,Q753219
node_296629871,POINT(14.4293988 50.0785747),11000,1523,15,Mezibranská,1523/15,relation_431323,Nové Město,Q753219
node_296585512,POINT(14.4196158 50.0807944),11000,100,35,Spálená,100/35,relation_431323,Nové Město,Q753219
node_296651384,POINT(14.4239679 50.0780755),11000,661,19,Řeznická,661/19,relation_431323,Nové Město,Q753219
node_296647795,POINT(14.4316618 50.0829679),11000,1402,21,Opletalova,1402/21,relation_431323,Nové Město,Q753219
node_296647583,POINT(14.4272225 50.0840726),11000,1480,5,V cípu,1480/5,relation_431323,Nové Město,Q753219
node_296636331,POINT(14.4281719 50.0920879),11000,1247,3,Nové mlýny,1247/3,relation_431323,Nové Město,Q753219
node_296614822,POINT(14.4261162 50.0850910),11000,854,2,Panská,854/2,relation_431323,Nové Město,Q753219
node_296576355,POINT(14.4160188 50.0792143),11000,191,1,Opatovická,191/1,relation_431323,Nové Město,Q753219
node_296576379,POINT(14.4146560 50.0805210),11000,2064,5,Ostrovní,2064/5,relation_431323,Nové Město,Q753219
node_296607658,POINT(14.4270118 50.0790532),11000,1593,19,Ve Smečkách,1593/19,relation_431323,Nové Město,Q753219
node_296618697,POINT(14.4325250 50.0898873),11000,1072,2,Zlatnická,1072/2,relation_431323,Nové Město,Q753219
node_296597303,POINT(14.4311738 50.0829832),11000,1522,16,Růžová,1522/16,relation_431323,Nové Město,Q753219
node_296572101,POINT(14.4282217 50.0834894),11000,909,2,Politických vězňů,909/2,relation_431323,Nové Město,Q753219
node_296611842,POINT(14.4249484 50.0782145),11000,648,29,Štěpánská,648/29,relation_431323,Nové Město,Q753219
node_296597113,POINT(14.4316467 50.0844913),11000,1274,9,U půjčovny,1274/9,relation_431323,Nové Město,Q753219
node_296592863,POINT(14.4170201 50.0803539),11000,143,4,Voršilská,143/4,relation_431323,Nové Město,Q753219
node_296576075,POINT(14.4154851 50.0801926),11000,1708,34,Pštrossova,1708/34,relation_431323,Nové Město,Q753219
node_296590574,POINT(14.4318715 50.0817884),11000,1600,19,Washingtonova,1600/19,relation_431323,Nové Město,Q753219
node_296597351,POINT(14.4261360 50.0816908),11000,793,36,Václavské náměstí,793/36,relation_431323,Nové Město,Q753219
node_296597633,POINT(14.4305097 50.0810327),11000,924,12,Opletalova,924/12,relation_431323,Nové Město,Q753219
node_296625313,POINT(14.4304073 50.0919417),11000,1212,24,Klimentská,1212/24,relation_431323,Nové Město,Q753219
node_296585947,POINT(14.4184962 50.0820103),11000,116,20,Národní,116/20,relation_431323,Nové Město,Q753219
node_296647495,POINT(14.4238522 50.0797809),11000,1384,34,Školská,1384/34,relation_431323,Nové Město,Q753219
node_296607096,POINT(14.4296733 50.0850791),11000,872,31,Jindřišská,872/31,relation_431323,Nové Město,Q753219
node_296597137,POINT(14.4312374 50.0915289),11000,2060,27,Soukenická,2060/27,relation_431323,Nové Město,Q753219
node_296636620,POINT(14.4271930 50.0794595),11000,1596,25,Ve Smečkách,1596/25,relation_431323,Nové Město,Q753219
node_296574129,POINT(14.4317671 50.0909158),11000,1121,17,Zlatnická,1121/17,relation_431323,Nové Město,Q753219
node_296593624,POINT(14.4157294 50.0779497),11000,1921,9,Pštrossova,1921/9,relation_431323,Nové Město,Q753219
node_296633716,POINT(14.4298879 50.0905435),11000,1101,19,Truhlářská,1101/19,relation_431323,Nové Město,Q753219
node_296610061,POINT(14.4236562 50.0809616),11000,717,11,Palackého,717/11,relation_431323,Nové Město,Q753219
node_296611147,POINT(14.4161446 50.0786264),11000,1895,14,Pštrossova,1895/14,relation_431323,Nové Město,Q753219
node_296616204,POINT(14.4233601 50.0797737),11000,683,22,Vodičkova,683/22,relation_431323,Nové Město,Q753219
node_296610139,POINT(14.4235359 50.0809963),11000,718,9,Palackého,718/9,relation_431323,Nové Město,Q753219
node_296650184,POINT(14.4301267 50.0798956),11000,812,59,Václavské náměstí,812/59,relation_431323,Nové Město,Q753219
node_296610203,POINT(14.4230378 50.0837816),11000,770,16,28. října,770/16,relation_431323,Nové Město,Q753219
node_296616221,POINT(14.4311673 50.0901901),11000,1266,9a,Na Poříčí,1266/9a,relation_431323,Nové Město,Q753219
node_296627484,POINT(14.4278511 50.0815784),11000,821,39,Václavské náměstí,821/39,relation_431323,Nové Město,Q753219
node_296593639,POINT(14.4187986 50.0784168),11000,171,2,Černá,171/2,relation_431323,Nové Město,Q753219
node_296594979,POINT(14.4226294 50.0810577),11000,738,18,Jungmannova,738/18,relation_431323,Nové Město,Q753219
node_296633465,POINT(14.4296680 50.0870579),11000,998,4,Hybernská,998/4,relation_431323,Nové Město,Q753219
node_296589330,POINT(14.4324449 50.0839901),11000,957,12,Jeruzalémská,957/12,relation_431323,Nové Město,Q753219
node_296588310,POINT(14.4197526 50.0793635),11000,82,4,Spálená,82/4,relation_431323,Nové Město,Q753219
node_296594939,POINT(14.4291031 50.0868891),11000,997,10,Senovážná,997/10,relation_431323,Nové Město,Q753219
node_296573975,POINT(14.4150990 50.0790965),11000,232,15,Vojtěšská,232/15,relation_431323,Nové Město,Q753219
node_296616306,POINT(14.4308074 50.0857784),11000,976,32,Senovážné náměstí,976/32,relation_431323,Nové Město,Q753219
node_296616364,POINT(14.4371678 50.0901435),11000,1413,33,Na Florenci,1413/33,relation_431323,Nové Město,Q753219
node_296595395,POINT(14.4235387 50.0808514),11000,725,10,Palackého,725/10,relation_431323,Nové Město,Q753219
node_296627295,POINT(14.4288582 50.0908022),11000,1088,10,Soukenická,1088/10,relation_431323,Nové Město,Q753219
node_296587924,POINT(14.4303674 50.0873096),11000,1036,3,Hybernská,1036/3,relation_431323,Nové Město,Q753219
node_296595381,POINT(14.4326011 50.0918993),11000,1184,2,Barvířská,1184/2,relation_431323,Nové Město,Q753219
node_296611288,POINT(14.4269048 50.0837861),11000,900,4,V cípu,900/4,relation_431323,Nové Město,Q753219
node_296633908,POINT(14.4240315 50.0841698),11000,846,1,Václavské náměstí,846/1,relation_431323,Nové Město,Q753219
node_296587997,POINT(14.4245837 50.0803177),11000,699,3,V jámě,699/3,relation_431323,Nové Město,Q753219
node_296627522,POINT(14.4322448 50.0925852),11000,2061,3,Barvířská,2061/3,relation_431323,Nové Město,Q753219
node_296627344,POINT(14.4246223 50.0811924),11000,710,31,Vodičkova,710/31,relation_431323,Nové Město,Q753219
node_296628586,POINT(14.4237453 50.0774706),11000,655,17,Žitná,655/17,relation_431323,Nové Město,Q753219
node_296595312,POINT(14.4292741 50.0870132),11000,997,2,Hybernská,997/2,relation_431323,Nové Město,Q753219
node_296633840,POINT(14.4328206 50.0918713),11000,1184,3,Lodecká,1184/3,relation_431323,Nové Město,Q753219
